ts,o,h,l,c,v
1736758800,42452.57,42546.91,42433.77,42537.58,2987
1736759700,42537.58,42562.4,42403.38,42440.64,2983
1736760600,42440.64,42519.59,42398.16,42503.2,2984
1736761500,42503.2,42601.45,42473.27,42574.35,3081
1736762400,42574.35,42624.72,42469.21,42494.04,2992
1736763300,42494.04,42514.51,42382.03,42382.26,2996
1736764200,42382.26,42502.65,42361.72,42482.02,3066
1736765100,42482.02,42486.7,42408.03,42448.77,2956
1736766000,42448.77,42451.48,42416.52,42446.21,2981
1736766900,42446.21,42551.33,42436.3,42514.92,2983
1736767800,42514.92,42532.67,42477.0,42479.64,3055
1736768700,42479.64,42571.66,42430.22,42566.94,2941
1736769600,42566.94,42743.7,42509.64,42711.66,3068
1736770500,42711.66,42729.41,42702.29,42710.41,3009
1736771400,42710.41,42768.24,42689.2,42737.67,2940
1736772300,42737.67,42741.27,42699.96,42712.06,3080
1736773200,42712.06,42733.0,42628.88,42672.35,2962
1736774100,42672.35,42683.41,42610.47,42657.84,3012
1736775000,42657.84,42722.65,42651.14,42685.33,2978
1736775900,42685.33,42689.6,42542.4,42595.47,2838
1736776800,42595.47,42634.12,42449.13,42480.22,3075
1736777700,42480.22,42593.44,42465.3,42564.62,3004
1736778600,42564.62,42590.5,42479.07,42512.61,2900
1736779500,42512.61,42530.64,42500.54,42525.33,3052
1736780400,42525.33,42570.23,42490.93,42567.97,3024
1736781300,42567.97,42579.8,42536.59,42574.91,2918
1736782200,42574.91,42705.37,42569.49,42652.89,3030
1736783100,42652.89,42658.02,42542.54,42598.18,2902
1736784000,42598.18,42650.37,42505.63,42519.57,3020
1736784900,42519.57,42526.67,42388.61,42462.65,2999
1736785800,42462.65,42526.74,42409.14,42501.67,2972
1736786700,42501.67,42578.97,42496.64,42564.79,3072
1736787600,42564.79,42600.33,42515.91,42588.43,2964
1736788500,42588.43,42607.73,42506.14,42516.14,3029
1736789400,42516.14,42564.9,42458.2,42474.28,2995
1736790300,42474.28,42529.15,42379.73,42432.48,2992
1736791200,42432.48,42508.15,42425.13,42490.77,3024
1736792100,42490.77,42666.7,42476.79,42649.88,2990
1736793000,42649.88,42761.05,42634.72,42741.01,2955
1736793900,42741.01,42747.06,42739.3,42746.74,2989
1736794800,42746.74,42839.85,42722.91,42836.55,3026
1736795700,42836.55,42894.67,42828.73,42877.63,2971
1736796600,42877.63,42907.12,42835.26,42861.84,3009
1736797500,42861.84,42920.94,42803.6,42868.45,2925
1736798400,42868.45,42881.24,42830.07,42846.29,2914
1736799300,42846.29,42917.73,42799.47,42892.08,2921
1736800200,42892.08,42948.12,42826.47,42885.01,3017
1736801100,42885.01,42914.84,42799.88,42829.36,3019
1736802000,42829.36,42846.2,42815.82,42822.83,3024
1736802900,42822.83,42880.35,42802.64,42858.1,3033
1736803800,42858.1,42882.0,42790.73,42820.37,2937
1736804700,42820.37,42910.99,42795.41,42903.58,2938
1736805600,42903.58,42948.27,42830.23,42849.46,3014
1736810100,42849.46,42887.68,42768.01,42783.49,3010
1736811000,42783.49,42874.23,42762.93,42818.24,2909
1736811900,42818.24,42893.47,42778.08,42825.34,3055
1736812800,42825.34,42858.72,42798.19,42849.43,3073
1736813700,42849.43,42884.85,42837.36,42880.54,3003
1736814600,42880.54,42909.05,42860.37,42906.19,3171
1736815500,42906.19,42968.21,42879.93,42965.81,2971
1736816400,42965.81,42996.94,42863.83,42880.17,3024
1736817300,42880.17,42950.34,42843.7,42949.73,3024
1736818200,42949.73,43064.95,42881.64,43064.91,2964
1736819100,43064.91,43217.35,43033.76,43161.3,2889
1736820000,43161.3,43214.01,43141.57,43175.03,3057
1736820900,43175.03,43232.59,43133.68,43224.1,3025
1736821800,43224.1,43313.63,43191.71,43277.46,3015
1736822700,43277.46,43321.1,43156.83,43169.12,3014
1736823600,43169.12,43247.41,43160.13,43246.66,3078
1736824500,43246.66,43357.93,43224.39,43344.94,3121
1736825400,43344.94,43400.45,43267.58,43391.38,2996
1736826300,43391.38,43427.6,43385.7,43424.09,3068
1736827200,43424.09,43433.47,43399.72,43422.4,2959
1736828100,43422.4,43530.37,43359.83,43509.34,3021
1736829000,43509.34,43513.01,43463.5,43473.3,2994
1736829900,43473.3,43544.22,43432.93,43435.69,2916
1736830800,43435.69,43492.4,43421.92,43451.67,2936
1736831700,43451.67,43508.02,43431.93,43465.36,2957
1736832600,43465.36,43628.01,43441.73,43612.99,2944
1736833500,43612.99,43674.07,43574.35,43663.72,3056
1736834400,43663.72,43671.94,43553.66,43567.95,3017
1736835300,43567.95,43590.81,43478.35,43551.24,3025
1736836200,43551.24,43589.07,43533.73,43558.57,2993
1736837100,43558.57,43645.18,43520.71,43581.98,2995
1736838000,43581.98,43587.24,43534.47,43534.88,3129
1736838900,43534.88,43543.31,43479.89,43482.97,3028
1736839800,43482.97,43538.69,43467.96,43505.01,2968
1736840700,43505.01,43507.23,43414.69,43453.51,3021
1736841600,43453.51,43459.71,43411.68,43423.18,2939
1736842500,43423.18,43521.88,43392.51,43477.98,2946
1736843400,43477.98,43491.89,43438.2,43473.3,2989
1736844300,43473.3,43483.04,43395.59,43431.89,3044
1736845200,43431.89,43451.34,43431.76,43442.4,2968
1736846100,43442.4,43596.69,43415.93,43570.57,3022
1736847000,43570.57,43657.45,43544.08,43618.23,2977
1736847900,43618.23,43652.54,43582.29,43589.38,3153
1736848800,43589.38,43687.7,43568.82,43649.37,2915
1736849700,43649.37,43797.79,43608.24,43762.59,3027
1736850600,43762.59,43830.88,43746.38,43799.32,3070
1736851500,43799.32,43800.71,43771.37,43794.92,2960
1736852400,43794.92,43802.23,43706.73,43744.45,3037
1736853300,43744.45,43785.52,43723.76,43762.28,3032
1736854200,43762.28,43795.15,43745.33,43773.8,3044
1736855100,43773.8,43785.27,43708.0,43728.73,2987
1736856000,43728.73,43745.06,43655.2,43690.06,2976
1736856900,43690.06,43784.55,43684.2,43723.38,3041
1736857800,43723.38,43731.3,43696.94,43709.27,2963
1736858700,43709.27,43764.36,43694.8,43702.21,3054
1736859600,43702.21,43732.32,43683.35,43728.16,2991
1736860500,43728.16,43773.35,43690.17,43711.82,2965
1736861400,43711.82,43722.38,43644.71,43671.85,3094
1736862300,43671.85,43704.82,43576.99,43598.29,3052
1736863200,43598.29,43700.89,43571.6,43646.36,2962
1736864100,43646.36,43700.47,43599.98,43669.9,2969
1736865000,43669.9,43755.08,43639.51,43712.67,2900
1736865900,43712.67,43756.76,43602.86,43628.29,3015
1736866800,43628.29,43704.72,43610.54,43691.76,2997
1736867700,43691.76,43773.58,43681.13,43760.27,2914
1736868600,43760.27,43764.74,43738.41,43762.83,2912
1736869500,43762.83,43832.69,43725.32,43791.79,2999
1736870400,43791.79,43883.18,43740.18,43880.53,2997
1736871300,43880.53,43908.99,43841.74,43843.69,2872
1736872200,43843.69,43890.65,43782.36,43815.78,3007
1736873100,43815.78,43890.17,43779.99,43861.88,2918
1736874000,43861.88,43886.07,43846.79,43878.03,3034
1736874900,43878.03,43905.18,43788.32,43794.09,3064
1736875800,43794.09,43824.1,43695.4,43706.88,2979
1736876700,43706.88,43710.21,43652.12,43685.96,3003
1736877600,43685.96,43698.21,43570.44,43655.58,3000
1736878500,43655.58,43689.07,43594.83,43604.92,2983
1736879400,43604.92,43639.93,43456.87,43486.51,2999
1736880300,43486.51,43540.29,43438.16,43461.86,3027
1736881200,43461.86,43492.97,43374.38,43416.23,2970
1736882100,43416.23,43422.91,43344.4,43352.93,2991
1736883000,43352.93,43372.0,43303.5,43317.09,3001
1736883900,43317.09,43343.31,43253.74,43326.4,3131
1736884800,43326.4,43532.57,43311.51,43516.64,2948
1736885700,43516.64,43532.27,43469.27,43489.25,2962
1736886600,43489.25,43583.06,43484.26,43556.39,3040
1736887500,43556.39,43653.91,43546.72,43604.24,3023
1736888400,43604.24,43669.36,43586.13,43660.57,3074
1736889300,43660.57,43661.16,43643.32,43644.39,2917
1736890200,43644.39,43656.58,43636.75,43647.87,2967
1736891100,43647.87,43658.65,43523.58,43547.18,3065
1736892000,43547.18,43554.36,43448.66,43456.57,2936
1736896500,43456.57,43458.24,43394.36,43405.14,3057
1736897400,43405.14,43474.51,43367.16,43383.1,3010
1736898300,43383.1,43388.69,43325.16,43387.25,2961
1736899200,43387.25,43440.72,43386.48,43407.83,2974
1736900100,43407.83,43416.44,43368.41,43409.89,3031
1736901000,43409.89,43425.5,43389.08,43405.12,3084
1736901900,43405.12,43465.66,43387.96,43417.46,3042
1736902800,43417.46,43430.56,43306.17,43333.68,2992
1736903700,43333.68,43383.31,43327.01,43360.14,3058
1736904600,43360.14,43397.41,43341.87,43376.26,3033
1736905500,43376.26,43394.46,43265.22,43308.0,2950
1736906400,43308.0,43309.03,43168.53,43224.62,3017
1736907300,43224.62,43252.87,43200.33,43202.0,2983
1736908200,43202.0,43236.03,43201.8,43204.66,3023
1736909100,43204.66,43276.53,43140.83,43150.4,3029
1736910000,43150.4,43262.19,43109.46,43241.94,3043
1736910900,43241.94,43281.17,43239.38,43264.52,3003
1736911800,43264.52,43362.88,43262.88,43361.68,2989
1736912700,43361.68,43372.48,43315.42,43340.49,2874
1736913600,43340.49,43358.53,43205.6,43255.22,3051
1736914500,43255.22,43261.26,43183.57,43207.66,3078
1736915400,43207.66,43244.62,43174.07,43208.54,2995
1736916300,43208.54,43344.64,43160.11,43309.76,3069
1736917200,43309.76,43317.52,43198.4,43226.39,3052
1736918100,43226.39,43307.93,43220.7,43253.28,3034
1736919000,43253.28,43276.02,43198.55,43223.46,3055
1736919900,43223.46,43293.17,43216.67,43274.42,3044
1736920800,43274.42,43298.86,43200.92,43208.12,2982
1736921700,43208.12,43233.75,43174.11,43201.67,3045
1736922600,43201.67,43235.43,43168.68,43184.91,3052
1736923500,43184.91,43269.44,43173.48,43264.81,3053
1736924400,43264.81,43322.27,43248.81,43286.61,2990
1736925300,43286.61,43286.93,43262.4,43279.2,3107
1736926200,43279.2,43319.77,43235.37,43258.9,2953
1736927100,43258.9,43298.29,43184.09,43186.95,3016
1736928000,43186.95,43258.4,43174.92,43249.4,2963
1736928900,43249.4,43253.93,43194.49,43203.48,3077
1736929800,43203.48,43220.05,43144.57,43185.55,2987
1736930700,43185.55,43211.94,43077.37,43120.8,3053
1736931600,43120.8,43131.25,43090.9,43105.71,2942
1736932500,43105.71,43139.18,43101.38,43107.18,2958
1736933400,43107.18,43169.79,43094.68,43139.43,2949
1736934300,43139.43,43184.44,43137.59,43175.17,2886
1736935200,43175.17,43192.94,43160.94,43188.19,2956
1736936100,43188.19,43290.89,43186.61,43288.88,3012
1736937000,43288.88,43294.08,43211.77,43232.2,3050
1736937900,43232.2,43342.88,43220.75,43296.79,2881
1736938800,43296.79,43311.4,43225.18,43270.58,2944
1736939700,43270.58,43425.73,43233.29,43390.1,2981
1736940600,43390.1,43427.75,43281.2,43301.33,3042
1736941500,43301.33,43316.16,43245.98,43257.83,2989
1736942400,43257.83,43279.87,43128.48,43158.88,2889
1736943300,43158.88,43167.25,43125.01,43141.02,3039
1736944200,43141.02,43192.58,43132.27,43133.45,3065
1736945100,43133.45,43179.85,43103.09,43161.31,2996
1736946000,43161.31,43194.24,43141.52,43148.24,3057
1736946900,43148.24,43187.93,43032.94,43075.33,3086
1736947800,43075.33,43153.57,43040.52,43143.54,2959
1736948700,43143.54,43174.09,43125.21,43152.32,2945
1736949600,43152.32,43201.18,43113.01,43136.13,2958
1736950500,43136.13,43163.3,43128.11,43152.34,3002
1736951400,43152.34,43180.42,43104.28,43148.52,2960
1736952300,43148.52,43185.55,43099.23,43171.07,2972
1736953200,43171.07,43186.66,43095.84,43113.35,3002
1736954100,43113.35,43141.15,43101.93,43137.67,3056
1736955000,43137.67,43302.02,43119.35,43267.49,2909
1736955900,43267.49,43285.37,43218.56,43222.79,3100
1736956800,43222.79,43245.57,43196.96,43215.89,2953
1736957700,43215.89,43220.45,43184.47,43199.71,3024
1736958600,43199.71,43236.49,43195.95,43219.42,2970
1736959500,43219.42,43249.47,43212.25,43237.84,3020
1736960400,43237.84,43304.64,43235.26,43281.33,3010
1736961300,43281.33,43316.59,43275.01,43309.37,2964
1736962200,43309.37,43460.57,43307.55,43450.94,3006
1736963100,43450.94,43543.31,43438.77,43526.0,2972
1736964000,43526.0,43542.25,43361.96,43433.83,2986
1736964900,43433.83,43494.4,43400.48,43475.72,2964
1736965800,43475.72,43488.49,43454.58,43459.69,3038
1736966700,43459.69,43471.1,43344.19,43363.65,2963
1736967600,43363.65,43393.64,43332.29,43355.98,3053
1736968500,43355.98,43401.4,43321.54,43390.12,2975
1736969400,43390.12,43401.92,43337.5,43339.32,3019
1736970300,43339.32,43363.54,43205.65,43240.19,2986
1736971200,43240.19,43339.63,43228.0,43327.01,3036
1736972100,43327.01,43397.54,43322.62,43359.68,3101
1736973000,43359.68,43378.87,43333.34,43338.99,3003
1736973900,43338.99,43360.3,43196.32,43200.38,2930
1736974800,43200.38,43217.51,43186.93,43209.73,3005
1736975700,43209.73,43228.42,43182.16,43183.76,3007
1736976600,43183.76,43208.24,43132.68,43164.12,2982
1736977500,43164.12,43170.64,43121.23,43143.01,3026
1736978400,43143.01,43167.69,43026.77,43081.36,3096
1736982900,43081.36,43157.17,43066.63,43149.99,2932
1736983800,43149.99,43185.25,43134.78,43137.02,2961
1736984700,43137.02,43206.87,43105.83,43127.92,2901
1736985600,43127.92,43162.43,43076.92,43085.79,3075
1736986500,43085.79,43086.06,43012.62,43023.0,2988
1736987400,43023.0,43085.16,42981.22,43055.03,3015
1736988300,43055.03,43114.34,43047.01,43071.97,2970
1736989200,43071.97,43084.45,42984.62,43015.44,2912
1736990100,43015.44,43044.0,42982.49,42990.61,3130
1736991000,42990.61,43026.35,42953.26,42961.49,2948
1736991900,42961.49,42986.4,42949.54,42960.04,2910
1736992800,42960.04,42995.93,42834.74,42894.06,2900
1736993700,42894.06,42928.75,42763.49,42808.8,2906
1736994600,42808.8,42814.65,42686.69,42727.56,2993
1736995500,42727.56,42753.84,42632.65,42670.4,3065
1736996400,42670.4,42703.7,42585.76,42642.14,2936
1736997300,42642.14,42647.72,42595.11,42605.06,3102
1736998200,42605.06,42621.83,42545.04,42545.36,2993
1736999100,42545.36,42581.43,42450.7,42469.66,2970
1737000000,42469.66,42510.66,42459.71,42483.06,3026
1737000900,42483.06,42504.11,42445.88,42502.4,3022
1737001800,42502.4,42520.06,42425.04,42456.08,2981
1737002700,42456.08,42457.47,42352.08,42353.09,3098
1737003600,42353.09,42363.29,42344.89,42345.54,3027
1737004500,42345.54,42378.31,42266.32,42299.83,2966
1737005400,42299.83,42319.94,42258.77,42283.63,3033
1737006300,42283.63,42322.71,42222.24,42227.72,2964
1737007200,42227.72,42235.11,42182.35,42190.15,3023
1737008100,42190.15,42232.78,42183.77,42224.61,3024
1737009000,42224.61,42240.13,42152.16,42180.18,2963
1737009900,42180.18,42187.25,42104.96,42130.71,3006
1737010800,42130.71,42173.4,42105.52,42156.49,3045
1737011700,42156.49,42162.8,42067.59,42089.86,3014
1737012600,42089.86,42164.51,42081.95,42156.85,3025
1737013500,42156.85,42219.81,42150.46,42210.79,3035
1737014400,42210.79,42217.92,42173.15,42215.1,3059
1737015300,42215.1,42219.98,42202.11,42211.14,3014
1737016200,42211.14,42235.21,42146.62,42162.67,3052
1737017100,42162.67,42198.75,42151.16,42168.24,3003
1737018000,42168.24,42172.27,42073.17,42127.92,3020
1737018900,42127.92,42130.22,42111.29,42115.06,3000
1737019800,42115.06,42118.77,42058.84,42062.95,3004
1737020700,42062.95,42085.06,42059.31,42061.78,2990
1737021600,42061.78,42118.4,42047.14,42100.64,2899
1737022500,42100.64,42105.16,42054.85,42065.17,3068
1737023400,42065.17,42120.25,42050.83,42056.29,2985
1737024300,42056.29,42152.8,42035.79,42122.53,3050
1737025200,42122.53,42194.96,42120.59,42173.51,3082
1737026100,42173.51,42193.91,42125.53,42168.31,3093
1737027000,42168.31,42279.26,42149.23,42277.72,2999
1737027900,42277.72,42291.47,42165.01,42185.4,2964
1737028800,42185.4,42213.62,42165.99,42209.36,2918
1737029700,42209.36,42304.25,42177.51,42243.86,3041
1737030600,42243.86,42281.5,42227.81,42267.55,2948
1737031500,42267.55,42295.7,42208.59,42232.92,3010
1737032400,42232.92,42251.21,42171.54,42196.48,3030
1737033300,42196.48,42221.67,42180.27,42187.86,2952
1737034200,42187.86,42253.53,42179.13,42234.39,3046
1737035100,42234.39,42249.06,42148.17,42245.42,3025
1737036000,42245.42,42358.21,42243.06,42312.16,3036
1737036900,42312.16,42322.06,42185.03,42221.33,3052
1737037800,42221.33,42235.3,42173.92,42182.92,3064
1737038700,42182.92,42234.66,42149.81,42201.45,3078
1737039600,42201.45,42227.0,42138.17,42140.52,2988
1737040500,42140.52,42168.39,42121.93,42166.55,3068
1737041400,42166.55,42191.17,42114.22,42182.77,2966
1737042300,42182.77,42218.1,42123.77,42182.51,2929
1737043200,42182.51,42207.38,42164.36,42198.21,2908
1737044100,42198.21,42230.08,42122.97,42143.98,2985
1737045000,42143.98,42151.91,42018.11,42038.22,2996
1737045900,42038.22,42174.11,42031.82,42139.5,2927
1737046800,42139.5,42199.78,42138.64,42191.21,3003
1737047700,42191.21,42194.21,42145.96,42180.36,3106
1737048600,42180.36,42271.59,42139.89,42261.94,3008
1737049500,42261.94,42279.16,42187.74,42198.19,2887
1737050400,42198.19,42220.76,42131.67,42160.64,3111
1737051300,42160.64,42257.32,42145.7,42226.64,3002
1737052200,42226.64,42247.82,42197.8,42223.97,3123
1737053100,42223.97,42229.35,42205.91,42218.4,2944
1737054000,42218.4,42229.22,42188.79,42200.82,3031
1737054900,42200.82,42288.96,42172.95,42245.57,2957
1737055800,42245.57,42283.87,42233.92,42255.92,2996
1737056700,42255.92,42275.89,42219.3,42227.85,2925
1737057600,42227.85,42254.87,42150.39,42160.22,3037
1737058500,42160.22,42179.31,42130.76,42136.73,2971
1737059400,42136.73,42266.06,42116.85,42202.72,2968
1737060300,42202.72,42300.86,42185.76,42283.01,3044
1737061200,42283.01,42322.34,42235.08,42256.7,2943
1737062100,42256.7,42281.55,42240.23,42275.02,3041
1737063000,42275.02,42302.41,42230.6,42248.64,3094
1737063900,42248.64,42255.12,42192.2,42244.43,2879
1737064800,42244.43,42257.45,42243.34,42256.5,3002
1737069300,42256.5,42280.17,42149.74,42225.21,3014
1737070200,42225.21,42228.11,42123.15,42146.4,3084
1737071100,42146.4,42192.16,42024.41,42054.04,3059
1737072000,42054.04,42099.81,42050.27,42078.54,2970
1737072900,42078.54,42129.24,42034.02,42061.91,2981
1737073800,42061.91,42070.82,42007.65,42029.85,3026
1737074700,42029.85,42032.06,41932.33,41968.66,2988
1737075600,41968.66,42017.15,41933.51,41942.25,2936
1737076500,41942.25,41996.45,41884.5,41908.5,3086
1737077400,41908.5,41926.73,41859.01,41897.51,3025
1737078300,41897.51,42002.87,41842.96,41981.15,2994
1737079200,41981.15,42014.01,41905.28,41953.51,2964
1737080100,41953.51,41971.42,41905.59,41915.01,3004
1737081000,41915.01,41954.58,41825.68,41830.19,2977
1737081900,41830.19,41858.92,41774.2,41780.38,3019
1737082800,41780.38,41791.88,41756.88,41773.81,2945
1737083700,41773.81,41845.58,41767.77,41832.39,3074
1737084600,41832.39,41902.25,41813.94,41898.9,2967
1737085500,41898.9,41929.51,41844.1,41851.8,3046
1737086400,41851.8,41923.82,41816.63,41904.86,3029
1737087300,41904.86,41940.95,41870.42,41936.72,3024
1737088200,41936.72,41977.75,41916.79,41929.89,3069
1737089100,41929.89,42041.43,41919.41,42020.37,2977
1737090000,42020.37,42021.29,41883.83,41909.11,2965
1737090900,41909.11,41926.42,41874.42,41925.94,2958
1737091800,41925.94,41959.25,41899.45,41909.51,2957
1737092700,41909.51,41914.77,41867.36,41876.81,3043
1737093600,41876.81,41901.22,41828.77,41842.09,3073
1737094500,41842.09,41978.36,41834.72,41958.1,3057
1737095400,41958.1,42014.75,41945.39,41997.91,3050
1737096300,41997.91,42041.04,41992.56,42031.37,3001
1737097200,42031.37,42040.03,42015.44,42038.56,2999
1737098100,42038.56,42063.57,41994.84,42055.61,2990
1737099000,42055.61,42063.65,41969.13,42003.22,3096
1737099900,42003.22,42023.38,41966.28,42010.96,3067
1737100800,42010.96,42063.78,41971.19,42046.36,2968
1737101700,42046.36,42061.4,41990.08,41996.6,2931
1737102600,41996.6,41998.86,41931.57,41955.25,3110
1737103500,41955.25,41998.37,41910.54,41936.73,2947
1737104400,41936.73,41962.49,41906.82,41936.25,2962
1737105300,41936.25,41971.73,41874.66,41897.16,2942
1737106200,41897.16,41897.35,41809.75,41818.81,2855
1737107100,41818.81,41835.88,41733.85,41759.96,2969
1737108000,41759.96,41773.9,41707.57,41708.09,2927
1737108900,41708.09,41768.61,41687.9,41765.24,3011
1737109800,41765.24,41774.08,41683.16,41727.09,2908
1737110700,41727.09,41765.26,41696.08,41745.73,3073
1737111600,41745.73,41791.47,41737.87,41773.35,2964
1737112500,41773.35,41850.88,41768.93,41775.0,2904
1737113400,41775.0,41786.02,41723.96,41726.49,2976
1737114300,41726.49,41769.69,41717.55,41743.91,2996
1737115200,41743.91,41762.69,41707.5,41716.2,3027
1737116100,41716.2,41782.88,41704.67,41775.6,2975
1737117000,41775.6,41796.55,41724.37,41762.53,2989
1737117900,41762.53,41817.21,41753.66,41795.75,3010
1737118800,41795.75,41903.46,41794.66,41885.07,2935
1737119700,41885.07,41889.77,41848.97,41875.16,2898
1737120600,41875.16,41877.57,41800.34,41849.59,2986
1737121500,41849.59,41890.62,41748.65,41818.16,3088
1737122400,41818.16,41870.55,41817.13,41843.2,3022
1737123300,41843.2,41939.73,41829.85,41930.1,2899
1737124200,41930.1,41973.72,41835.98,41874.72,2922
1737125100,41874.72,41915.74,41796.91,41886.04,3097
1737126000,41886.04,41923.66,41836.71,41851.89,3104
1737126900,41851.89,41872.55,41844.15,41845.61,2990
1737127800,41845.61,41868.97,41805.22,41829.74,3034
1737128700,41829.74,41834.82,41808.29,41832.75,2989
1737129600,41832.75,41846.77,41793.67,41810.84,3013
1737130500,41810.84,41917.82,41747.55,41898.33,3030
1737131400,41898.33,41908.47,41865.62,41901.65,2970
1737132300,41901.65,41928.78,41811.02,41850.95,3043
1737133200,41850.95,41867.0,41798.51,41816.03,3055
1737134100,41816.03,41830.69,41774.86,41802.21,3012
1737135000,41802.21,41805.2,41752.42,41761.33,2989
1737135900,41761.33,41810.66,41741.76,41810.46,3008
1737136800,41810.46,41837.47,41796.24,41819.54,2986
1737137700,41819.54,41833.18,41764.97,41775.5,3088
1737138600,41775.5,41789.91,41687.39,41727.75,2973
1737139500,41727.75,41741.57,41660.03,41737.75,2937
1737140400,41737.75,41743.85,41688.14,41715.99,2983
1737141300,41715.99,41735.9,41712.14,41727.84,3047
1737142200,41727.84,41737.42,41613.2,41613.29,2910
1737143100,41613.29,41650.33,41606.64,41649.15,2964
1737144000,41649.15,41653.78,41634.92,41641.13,3026
1737144900,41641.13,41684.17,41563.99,41585.28,3021
1737145800,41585.28,41629.16,41495.98,41510.92,3003
1737146700,41510.92,41524.32,41453.98,41458.37,2978
1737147600,41458.37,41562.61,41449.35,41533.02,3068
1737148500,41533.02,41572.32,41450.48,41455.38,2964
1737149400,41455.38,41472.9,41418.8,41439.62,2952
1737150300,41439.62,41448.15,41406.96,41437.02,2965
1737151200,41437.02,41475.15,41403.9,41436.21,3074
1737328500,41436.21,41502.74,41360.03,41460.45,2995
1737329400,41460.45,41533.88,41451.87,41512.27,3041
1737330300,41512.27,41522.73,41485.55,41486.17,2963
1737331200,41486.17,41541.15,41453.59,41529.81,2998
1737332100,41529.81,41531.43,41496.12,41497.76,3049
1737333000,41497.76,41502.05,41433.85,41491.66,3037
1737333900,41491.66,41549.82,41480.11,41516.0,3015
1737334800,41516.0,41534.6,41467.16,41483.11,3048
1737335700,41483.11,41588.37,41450.85,41541.96,2954
1737336600,41541.96,41591.44,41476.8,41501.78,3035
1737337500,41501.78,41531.43,41464.09,41506.82,2955
1737338400,41506.82,41567.45,41491.35,41545.29,3019
1737339300,41545.29,41550.23,41475.36,41525.36,3013
1737340200,41525.36,41616.76,41509.56,41580.73,3090
1737341100,41580.73,41595.36,41481.86,41498.2,2969
1737342000,41498.2,41520.36,41490.04,41498.3,2918
1737342900,41498.3,41502.72,41402.83,41435.94,3015
1737343800,41435.94,41458.88,41395.88,41410.04,3018
1737344700,41410.04,41416.69,41364.04,41379.41,2865
1737345600,41379.41,41384.94,41319.28,41358.21,2985
1737346500,41358.21,41417.32,41331.27,41381.43,2947
1737347400,41381.43,41396.47,41342.18,41372.88,2990
1737348300,41372.88,41374.61,41266.41,41267.04,3021
1737349200,41267.04,41342.64,41243.57,41323.47,2807
1737350100,41323.47,41335.69,41272.77,41281.48,3018
1737351000,41281.48,41324.54,41280.23,41282.34,3044
1737351900,41282.34,41302.55,41257.19,41261.75,2954
1737352800,41261.75,41309.87,41235.98,41273.38,2988
1737353700,41273.38,41366.92,41263.96,41353.81,3008
1737354600,41353.81,41370.91,41244.81,41268.07,2938
1737355500,41268.07,41286.53,41247.11,41251.05,3019
1737356400,41251.05,41264.83,41230.46,41264.21,2975
1737357300,41264.21,41308.65,41228.92,41256.31,2998
1737358200,41256.31,41271.15,41126.69,41148.68,3013
1737359100,41148.68,41168.82,41132.88,41156.95,3048
1737360000,41156.95,41165.04,41090.65,41098.9,3043
1737360900,41098.9,41209.48,41088.06,41142.87,3031
1737361800,41142.87,41193.5,41125.55,41166.08,2967
1737362700,41166.08,41212.33,41043.83,41078.77,2939
1737363600,41078.77,41100.06,41058.68,41088.05,3018
1737364500,41088.05,41104.49,41046.15,41056.56,3016
1737365400,41056.56,41091.57,41034.89,41090.36,2969
1737366300,41090.36,41100.77,41046.73,41052.43,2991
1737367200,41052.43,41088.73,41045.1,41068.93,2942
1737368100,41068.93,41109.58,40987.84,40996.36,2857
1737369000,40996.36,41025.21,40946.14,40967.53,2971
1737369900,40967.53,40992.8,40933.72,40944.04,2997
1737370800,40944.04,40964.0,40886.08,40931.71,2996
1737371700,40931.71,40989.52,40907.18,40988.24,3014
1737372600,40988.24,41028.25,40919.59,40946.8,2927
1737373500,40946.8,41004.69,40895.32,40960.91,3041
1737374400,40960.91,40986.32,40907.9,40907.98,3061
1737375300,40907.98,40937.54,40890.31,40911.05,3004
1737376200,40911.05,40911.89,40885.13,40910.49,3081
1737377100,40910.49,40965.89,40880.99,40949.5,3028
1737378000,40949.5,41044.87,40919.51,41038.15,3042
1737378900,41038.15,41058.71,41020.81,41037.44,2994
1737379800,41037.44,41043.53,41020.21,41038.17,2900
1737380700,41038.17,41073.01,40949.28,40998.48,3089
1737381600,40998.48,40998.51,40917.16,40929.48,2966
1737382500,40929.48,41060.36,40904.75,41037.39,2918
1737383400,41037.39,41087.17,41036.5,41083.88,2946
1737384300,41083.88,41090.2,41046.55,41061.33,2985
1737385200,41061.33,41080.63,41017.78,41057.73,2990
1737386100,41057.73,41074.91,41028.06,41043.93,2960
1737387000,41043.93,41045.94,41011.53,41023.91,2918
1737387900,41023.91,41092.85,41021.94,41086.45,3053
1737388800,41086.45,41119.65,41069.88,41082.98,2989
1737389700,41082.98,41115.4,41071.59,41101.28,3077
1737390600,41101.28,41127.49,41032.8,41073.63,3092
1737391500,41073.63,41073.68,41000.98,41032.61,3068
1737392400,41032.61,41065.46,41014.72,41030.77,2943
1737393300,41030.77,41065.82,40979.42,41050.68,2981
1737394200,41050.68,41129.37,41028.71,41125.07,2969
1737395100,41125.07,41149.78,41013.37,41067.55,3027
1737396000,41067.55,41090.77,40992.51,41042.48,2961
1737396900,41042.48,41148.33,41026.32,41106.04,2974
1737397800,41106.04,41178.84,41072.83,41099.0,2964
